weather temperature,humidity,visibility,air pressure,wind speed,datetime
20.365000000000002,46,12.933841366420106,1021.5,5.956247085214348,2022-03-18
16.32,44,11.788032887934463,1016.5,10.229942131116944,2022-03-22
15.73,40,9.999726596675416,1020.0,6.294027081842042,2022-03-23
